unique_id,generation,candidate_index,evaluation_step,objective,operator,basin_id,description,reflection,source_path
2f33904cf15ce2991f0d14ccec673216,4,1,31,0.09082,m2,8,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_4.json
d663f4daf5edfeb90df043139cceff05,4,2,32,0.09084,e2,40,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_4.json
b9c6a04d3078402cd60a90088c0c1486,4,3,33,0.09189,e1,35,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_4.json
13b492ba7b1f7952e4dddbb862284c22,4,4,34,0.09197,m1,5,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_4.json
579fcfdb23a35e28336af6eff8b1d61f,4,5,35,0.09216,m2,16,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_4.json
ff0fce54133e01f971edc066474b75de,4,6,36,0.09222,m2,51,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_4.json
408bf5d4597016947602de4884cd398d,4,7,37,0.09242,e1,13,"Select the next node by iteratively choosing the unvisited node whose removal maximizes the local decrease in effective graph resilience, computed as a product of normalized neighbor core number variance and inverse clustering, weighted by the node's normalized eigenvector centrality to capture influence beyond immediate neighbors.",,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_4.json
6e65cebbfe4b23ef4eeb4451b1417cf5,4,8,38,0.09252,m1,25,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_4.json
de786905aead28a925e5a20962216980,4,9,39,0.09299,e2,44,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_4.json
8118ee8ae91bc9e8bd2e7189746dea81,4,10,40,0.09315,t2,28,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_4.json
2f33904cf15ce2991f0d14ccec673216,5,1,41,0.09082,m2,8,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_5.json
d663f4daf5edfeb90df043139cceff05,5,2,42,0.09084,e2,40,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_5.json
de43037738a79604b722fe5c3624eadc,5,3,43,0.09154,m1,43,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_5.json
b9c6a04d3078402cd60a90088c0c1486,5,4,44,0.09189,e1,35,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_5.json
13b492ba7b1f7952e4dddbb862284c22,5,5,45,0.09197,m1,5,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_5.json
579fcfdb23a35e28336af6eff8b1d61f,5,6,46,0.09216,m2,16,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_5.json
ff0fce54133e01f971edc066474b75de,5,7,47,0.09222,m2,51,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_5.json
408bf5d4597016947602de4884cd398d,5,8,48,0.09242,e1,13,"Select the next node by iteratively choosing the unvisited node whose removal maximizes the local decrease in effective graph resilience, computed as a product of normalized neighbor core number variance and inverse clustering, weighted by the node's normalized eigenvector centrality to capture influence beyond immediate neighbors.",,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_5.json
6e65cebbfe4b23ef4eeb4451b1417cf5,5,9,49,0.09252,m1,25,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_5.json
d375ddfa9601f9727e6e8557e7009fed,5,10,50,0.0929,m1,39,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_5.json
2f33904cf15ce2991f0d14ccec673216,6,1,51,0.09082,m2,8,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_6.json
d663f4daf5edfeb90df043139cceff05,6,2,52,0.09084,e2,40,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_6.json
de43037738a79604b722fe5c3624eadc,6,3,53,0.09154,m1,43,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_6.json
3728cd9976afb3bb44063750317d0043,6,4,54,0.09159,e2,10,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_6.json
b9c6a04d3078402cd60a90088c0c1486,6,5,55,0.09189,e1,35,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_6.json
13b492ba7b1f7952e4dddbb862284c22,6,6,56,0.09197,m1,5,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_6.json
579fcfdb23a35e28336af6eff8b1d61f,6,7,57,0.09216,m2,16,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_6.json
ff0fce54133e01f971edc066474b75de,6,8,58,0.09222,m2,51,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_6.json
408bf5d4597016947602de4884cd398d,6,9,59,0.09242,e1,13,"Select the next node by iteratively choosing the unvisited node whose removal maximizes the local decrease in effective graph resilience, computed as a product of normalized neighbor core number variance and inverse clustering, weighted by the node's normalized eigenvector centrality to capture influence beyond immediate neighbors.",,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_6.json
6e65cebbfe4b23ef4eeb4451b1417cf5,6,10,60,0.09252,m1,25,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_6.json
2f33904cf15ce2991f0d14ccec673216,7,1,61,0.09082,m2,8,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_7.json
d663f4daf5edfeb90df043139cceff05,7,2,62,0.09084,e2,40,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_7.json
de43037738a79604b722fe5c3624eadc,7,3,63,0.09154,m1,43,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_7.json
3728cd9976afb3bb44063750317d0043,7,4,64,0.09159,e2,10,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_7.json
b9c6a04d3078402cd60a90088c0c1486,7,5,65,0.09189,e1,35,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_7.json
13b492ba7b1f7952e4dddbb862284c22,7,6,66,0.09197,m1,5,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_7.json
579fcfdb23a35e28336af6eff8b1d61f,7,7,67,0.09216,m2,16,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_7.json
ff0fce54133e01f971edc066474b75de,7,8,68,0.09222,m2,51,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_7.json
408bf5d4597016947602de4884cd398d,7,9,69,0.09242,e1,13,"Select the next node by iteratively choosing the unvisited node whose removal maximizes the local decrease in effective graph resilience, computed as a product of normalized neighbor core number variance and inverse clustering, weighted by the node's normalized eigenvector centrality to capture influence beyond immediate neighbors.",,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_7.json
6e65cebbfe4b23ef4eeb4451b1417cf5,7,10,70,0.09252,m1,25,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_7.json
2f33904cf15ce2991f0d14ccec673216,8,1,71,0.09082,m2,8,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_8.json
d663f4daf5edfeb90df043139cceff05,8,2,72,0.09084,e2,40,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_8.json
de43037738a79604b722fe5c3624eadc,8,3,73,0.09154,m1,43,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_8.json
3728cd9976afb3bb44063750317d0043,8,4,74,0.09159,e2,10,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_8.json
b9c6a04d3078402cd60a90088c0c1486,8,5,75,0.09189,e1,35,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_8.json
13b492ba7b1f7952e4dddbb862284c22,8,6,76,0.09197,m1,5,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_8.json
579fcfdb23a35e28336af6eff8b1d61f,8,7,77,0.09216,m2,16,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_8.json
ff0fce54133e01f971edc066474b75de,8,8,78,0.09222,m2,51,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_8.json
408bf5d4597016947602de4884cd398d,8,9,79,0.09242,e1,13,"Select the next node by iteratively choosing the unvisited node whose removal maximizes the local decrease in effective graph resilience, computed as a product of normalized neighbor core number variance and inverse clustering, weighted by the node's normalized eigenvector centrality to capture influence beyond immediate neighbors.",,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_8.json
6e65cebbfe4b23ef4eeb4451b1417cf5,8,10,80,0.09252,m1,25,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_8.json
2f33904cf15ce2991f0d14ccec673216,9,1,81,0.09082,m2,8,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_9.json
d663f4daf5edfeb90df043139cceff05,9,2,82,0.09084,e2,40,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_9.json
de43037738a79604b722fe5c3624eadc,9,3,83,0.09154,m1,43,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_9.json
3728cd9976afb3bb44063750317d0043,9,4,84,0.09159,e2,10,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_9.json
b9c6a04d3078402cd60a90088c0c1486,9,5,85,0.09189,e1,35,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_9.json
13b492ba7b1f7952e4dddbb862284c22,9,6,86,0.09197,m1,5,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_9.json
579fcfdb23a35e28336af6eff8b1d61f,9,7,87,0.09216,m2,16,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_9.json
ff0fce54133e01f971edc066474b75de,9,8,88,0.09222,m2,51,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_9.json
408bf5d4597016947602de4884cd398d,9,9,89,0.09242,e1,13,"Select the next node by iteratively choosing the unvisited node whose removal maximizes the local decrease in effective graph resilience, computed as a product of normalized neighbor core number variance and inverse clustering, weighted by the node's normalized eigenvector centrality to capture influence beyond immediate neighbors.",,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_9.json
6e65cebbfe4b23ef4eeb4451b1417cf5,9,10,90,0.09252,m1,25,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_9.json
2f33904cf15ce2991f0d14ccec673216,10,1,91,0.09082,m2,8,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_10.json
d663f4daf5edfeb90df043139cceff05,10,2,92,0.09084,e2,40,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_10.json
de43037738a79604b722fe5c3624eadc,10,3,93,0.09154,m1,43,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_10.json
3728cd9976afb3bb44063750317d0043,10,4,94,0.09159,e2,10,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_10.json
b9c6a04d3078402cd60a90088c0c1486,10,5,95,0.09189,e1,35,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_10.json
13b492ba7b1f7952e4dddbb862284c22,10,6,96,0.09197,m1,5,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_10.json
579fcfdb23a35e28336af6eff8b1d61f,10,7,97,0.09216,m2,16,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_10.json
ff0fce54133e01f971edc066474b75de,10,8,98,0.09222,m2,51,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_10.json
408bf5d4597016947602de4884cd398d,10,9,99,0.09242,e1,13,"Select the next node by iteratively choosing the unvisited node whose removal maximizes the local decrease in effective graph resilience, computed as a product of normalized neighbor core number variance and inverse clustering, weighted by the node's normalized eigenvector centrality to capture influence beyond immediate neighbors.",,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_10.json
6e65cebbfe4b23ef4eeb4451b1417cf5,10,10,100,0.09252,m1,25,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_10.json
2f33904cf15ce2991f0d14ccec673216,11,1,101,0.09082,m2,8,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_11.json
d663f4daf5edfeb90df043139cceff05,11,2,102,0.09084,e2,40,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_11.json
090dbc4bf062393c3900547b177cc7f8,11,3,103,0.09096,m1,1,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_11.json
de43037738a79604b722fe5c3624eadc,11,4,104,0.09154,m1,43,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_11.json
3728cd9976afb3bb44063750317d0043,11,5,105,0.09159,e2,10,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_11.json
b9c6a04d3078402cd60a90088c0c1486,11,6,106,0.09189,e1,35,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_11.json
13b492ba7b1f7952e4dddbb862284c22,11,7,107,0.09197,m1,5,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_11.json
579fcfdb23a35e28336af6eff8b1d61f,11,8,108,0.09216,m2,16,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_11.json
ff0fce54133e01f971edc066474b75de,11,9,109,0.09222,m2,51,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_11.json
408bf5d4597016947602de4884cd398d,11,10,110,0.09242,e1,13,"Select the next node by iteratively choosing the unvisited node whose removal maximizes the local decrease in effective graph resilience, computed as a product of normalized neighbor core number variance and inverse clustering, weighted by the node's normalized eigenvector centrality to capture influence beyond immediate neighbors.",,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_11.json
91b4f3a9739de7bfb0c4b27d1567c05e,12,1,111,0.08986,e2,31,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_12.json
2f33904cf15ce2991f0d14ccec673216,12,2,112,0.09082,m2,8,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_12.json
d663f4daf5edfeb90df043139cceff05,12,3,113,0.09084,e2,40,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_12.json
090dbc4bf062393c3900547b177cc7f8,12,4,114,0.09096,m1,1,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_12.json
de43037738a79604b722fe5c3624eadc,12,5,115,0.09154,m1,43,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_12.json
3728cd9976afb3bb44063750317d0043,12,6,116,0.09159,e2,10,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_12.json
b9c6a04d3078402cd60a90088c0c1486,12,7,117,0.09189,e1,35,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_12.json
13b492ba7b1f7952e4dddbb862284c22,12,8,118,0.09197,m1,5,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_12.json
579fcfdb23a35e28336af6eff8b1d61f,12,9,119,0.09216,m2,16,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_12.json
ff0fce54133e01f971edc066474b75de,12,10,120,0.09222,m2,51,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_12.json
b28d641d8057db18d0c41b09f2651082,13,1,121,0.0857,e2,34,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_13.json
91b4f3a9739de7bfb0c4b27d1567c05e,13,2,122,0.08986,e2,31,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_13.json
2f33904cf15ce2991f0d14ccec673216,13,3,123,0.09082,m2,8,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_13.json
d663f4daf5edfeb90df043139cceff05,13,4,124,0.09084,e2,40,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_13.json
090dbc4bf062393c3900547b177cc7f8,13,5,125,0.09096,m1,1,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_13.json
5a47527e20904bd794e393d1e5ffd49a,13,6,126,0.09123,m2,17,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_13.json
de43037738a79604b722fe5c3624eadc,13,7,127,0.09154,m1,43,,,evolve_experiment\evolution\real\Youtube_sampled_post_with_precompute\results\pops\Youtube_sampled\population_generation_13.json
