dataset,instance,perturbation,evaluation_mode,level_percent,replicate,anc,delta_anc_percent,anc_prefix_k,fht_50,fht_10,lcc_at_k_frac,time_select,time_anc,k
synthetic_sbm_1000,g_1,edge_delete,unweighted_original,20,1,0.3167501121121121,-2.0588955701092804,0.8565071738405071,292.0,627.0,0.85,0.672797441482544,0.5340926647186279,150
synthetic_sbm_1000,g_1,edge_add,unweighted_original,1,1,0.3233362842842843,-0.022410177233903483,0.8565071738405071,293.0,649.0,0.85,0.6705572605133057,0.595308780670166,150
synthetic_sbm_1000,g_1,edge_add,unweighted_original,3,1,0.3239238038038038,0.15925451179229533,0.8565071738405071,293.0,652.0,0.85,0.654425859451294,0.582097053527832,150
synthetic_sbm_1000,g_1,edge_add,unweighted_original,5,1,0.3249389089089089,0.4731313228957595,0.8565071738405071,293.0,663.0,0.85,0.6800565719604492,0.5860786437988281,150
synthetic_sbm_1000,g_1,edge_add,unweighted_original,10,1,0.32545804204204204,0.6336505159788268,0.8565071738405071,293.0,663.0,0.85,0.6955037117004395,0.5622868537902832,150
synthetic_sbm_1000,g_1,edge_add,unweighted_original,15,1,0.32506653453453455,0.5125939600010163,0.8565071738405071,293.0,658.0,0.85,0.5683708190917969,0.522498369216919,150
synthetic_sbm_1000,g_1,edge_add,unweighted_original,20,1,0.32724827027027026,1.1872002169878624,0.8565071738405071,293.0,672.0,0.85,0.5767045021057129,0.5038959980010986,150
synthetic_sbm_1000,g_2,clean,unweighted_original,0,0,0.3244019359359359,0.0,0.8565071738405071,293.0,659.0,0.85,0.5629520416259766,0.480288028717041,150
synthetic_sbm_1000,g_2,node_delete,unweighted_original,1,1,0.32411882198933706,-0.08727258232354283,0.8569517214613271,289.0,651.0,0.8505050505050505,0.5785470008850098,0.48609089851379395,148
synthetic_sbm_1000,g_2,node_delete,unweighted_original,3,1,0.32348394007406345,-0.282981006023884,0.8569404104560978,283.0,629.0,0.8505154639175257,0.5597190856933594,0.46111083030700684,145
synthetic_sbm_1000,g_2,node_delete,unweighted_original,5,1,0.3234862485368766,-0.2822694002788481,0.856928622927181,278.0,626.0,0.8505263157894737,0.5105986595153809,0.44202184677124023,142
synthetic_sbm_1000,g_2,node_delete,unweighted_original,10,1,0.3212971861739381,-0.9570688143522527,0.8563968195113912,262.0,582.0,0.85,0.47919607162475586,0.40093088150024414,135
synthetic_sbm_1000,g_2,node_delete,unweighted_original,15,1,0.3196614262250317,-1.4613074663772665,0.8568613593847433,248.0,541.0,0.8505882352941176,0.403395414352417,0.3265800476074219,127
synthetic_sbm_1000,g_2,node_delete,unweighted_original,20,1,0.3149892130788486,-2.9015618633503437,0.8562588652482269,235.0,490.0,0.85,0.34019994735717773,0.30805230140686035,120
synthetic_sbm_1000,g_2,edge_delete,unweighted_original,1,1,0.3237037017017017,-0.2152373820519053,0.8565071738405071,293.0,653.0,0.85,0.5513436794281006,0.46578145027160645,150
synthetic_sbm_1000,g_2,edge_delete,unweighted_original,3,1,0.32390729529529527,-0.15247770923855575,0.8565071738405071,293.0,658.0,0.85,0.5574603080749512,0.4782981872558594,150
synthetic_sbm_1000,g_2,edge_delete,unweighted_original,5,1,0.3225543583583584,-0.5695334623226159,0.8565071738405071,292.0,653.0,0.85,0.5515549182891846,0.47923827171325684,150
synthetic_sbm_1000,g_2,edge_delete,unweighted_original,10,1,0.32176777377377375,-0.8120056850346207,0.8558157891224558,292.0,645.0,0.849,0.558795690536499,0.459089994430542,150
synthetic_sbm_1000,g_2,edge_delete,unweighted_original,15,1,0.32103773973973976,-1.0370456595735391,0.8565071738405071,293.0,641.0,0.85,0.5605459213256836,0.502194881439209,150
synthetic_sbm_1000,g_2,edge_delete,unweighted_original,20,1,0.3164789289289289,-2.4423427018547916,0.8565071738405071,293.0,624.0,0.85,0.7702877521514893,0.5801656246185303,150
synthetic_sbm_1000,g_2,edge_add,unweighted_original,1,1,0.3243107947947948,-0.028095128618194954,0.8565071738405071,293.0,653.0,0.85,0.6707205772399902,0.5773882865905762,150
synthetic_sbm_1000,g_2,edge_add,unweighted_original,3,1,0.3249742222222222,0.17641272227158428,0.8565071738405071,293.0,661.0,0.85,0.6830711364746094,0.5870938301086426,150
synthetic_sbm_1000,g_2,edge_add,unweighted_original,5,1,0.32572088088088086,0.40657739638317525,0.8565071738405071,293.0,665.0,0.85,0.7187554836273193,0.5870087146759033,150
synthetic_sbm_1000,g_2,edge_add,unweighted_original,10,1,0.32675487087087085,0.7253147020058481,0.8565071738405071,293.0,662.0,0.85,0.6986949443817139,0.6109580993652344,150
synthetic_sbm_1000,g_2,edge_add,unweighted_original,15,1,0.3276009029029029,0.9861121690712473,0.8565071738405071,293.0,674.0,0.85,0.673680305480957,0.6091241836547852,150
synthetic_sbm_1000,g_2,edge_add,unweighted_original,20,1,0.3279279439439439,1.0869256984657258,0.8565071738405071,293.0,674.0,0.85,0.6707978248596191,0.6125001907348633,150
synthetic_sbm_1000,g_3,clean,unweighted_original,0,0,0.3227871191191191,0.0,0.8565071738405071,293.0,650.0,0.85,0.654911994934082,0.5920624732971191,150
synthetic_sbm_1000,g_3,node_delete,unweighted_original,1,1,0.32309967957913543,0.09683176356890962,0.8569517214613271,290.0,648.0,0.8505050505050505,0.6660451889038086,0.5039656162261963,148
synthetic_sbm_1000,g_3,node_delete,unweighted_original,3,1,0.32208597898439684,-0.21721440949554557,0.8569404104560978,284.0,628.0,0.8505154639175257,0.5378034114837646,0.44272804260253906,145
synthetic_sbm_1000,g_3,node_delete,unweighted_original,5,1,0.321823776011489,-0.2984453376761379,0.856928622927181,278.0,619.0,0.8505263157894737,0.4807438850402832,0.43004751205444336,142
synthetic_sbm_1000,g_3,node_delete,unweighted_original,10,1,0.32034147406583446,-0.7576650084299451,0.8563968195113912,264.0,578.0,0.85,0.44765639305114746,0.37072157859802246,135
synthetic_sbm_1000,g_3,node_delete,unweighted_original,15,1,0.31501546537550795,-2.407671583928095,0.8568613593847433,247.0,527.0,0.8505882352941176,0.40479302406311035,0.34937500953674316,127
synthetic_sbm_1000,g_3,node_delete,unweighted_original,20,1,0.3143769164580726,-2.6054951275620404,0.8562588652482269,233.0,500.0,0.85,0.3571023941040039,0.30605363845825195,120
synthetic_sbm_1000,g_3,edge_delete,unweighted_original,1,1,0.32298887287287287,0.06250365699360481,0.8565071738405071,293.0,657.0,0.85,0.5460305213928223,0.47443294525146484,150
synthetic_sbm_1000,g_3,edge_delete,unweighted_original,3,1,0.3218955075075075,-0.2762227978752073,0.8565071738405071,293.0,647.0,0.85,0.5770511627197266,0.4738290309906006,150
synthetic_sbm_1000,g_3,edge_delete,unweighted_original,5,1,0.3211470790790791,-0.5080872014086805,0.8565071738405071,293.0,650.0,0.85,0.5372664928436279,0.47072529792785645,150
synthetic_sbm_1000,g_3,edge_delete,unweighted_original,10,1,0.32092441241241243,-0.5770697144886021,0.8565071738405071,292.0,644.0,0.85,0.531667947769165,0.4717416763305664,150
synthetic_sbm_1000,g_3,edge_delete,unweighted_original,15,1,0.31781443243243246,-1.5405468161979443,0.8565071738405071,293.0,632.0,0.85,0.5457844734191895,0.45732951164245605,150
synthetic_sbm_1000,g_3,edge_delete,unweighted_original,20,1,0.3148853113113113,-2.4479935349873037,0.8565071738405071,292.0,618.0,0.85,0.5505962371826172,0.4699528217315674,150
synthetic_sbm_1000,g_3,edge_add,unweighted_original,1,1,0.3229224924924925,0.04193890194342752,0.8565071738405071,293.0,657.0,0.85,0.5601236820220947,0.4576399326324463,150
synthetic_sbm_1000,g_3,edge_add,unweighted_original,3,1,0.3241174154154154,0.41212806134477464,0.8565071738405071,293.0,657.0,0.85,0.5459387302398682,0.4655008316040039,150
synthetic_sbm_1000,g_3,edge_add,unweighted_original,5,1,0.3237004804804805,0.2829609074407725,0.8565071738405071,293.0,658.0,0.85,0.5596904754638672,0.6433708667755127,150
synthetic_sbm_1000,g_3,edge_add,unweighted_original,10,1,0.3249465965965966,0.6690098054007381,0.8565071738405071,293.0,662.0,0.85,0.5849685668945312,0.6447064876556396,150
synthetic_sbm_1000,g_3,edge_add,unweighted_original,15,1,0.3262704704704705,1.0791481893259467,0.8565071738405071,293.0,665.0,0.85,0.6598043441772461,0.5836634635925293,150
synthetic_sbm_1000,g_3,edge_add,unweighted_original,20,1,0.32668753753753754,1.2083562779898427,0.8565071738405071,293.0,668.0,0.85,0.6930699348449707,0.6195528507232666,150
synthetic_sbm_1000,g_4,clean,unweighted_original,0,0,0.32432133533533536,0.0,0.8565071738405071,293.0,656.0,0.85,0.6795539855957031,0.5742454528808594,150
synthetic_sbm_1000,g_4,node_delete,unweighted_original,1,1,0.32408243974196727,-0.07366015347744084,0.8569517214613271,290.0,649.0,0.8505050505050505,0.6569466590881348,0.5516116619110107,148
synthetic_sbm_1000,g_4,node_delete,unweighted_original,3,1,0.3224468700838766,-0.577965445757866,0.8569404104560978,284.0,625.0,0.8505154639175257,0.6094770431518555,0.5873832702636719,145
synthetic_sbm_1000,g_4,node_delete,unweighted_original,5,1,0.32314384875171126,-0.3630617092787388,0.856928622927181,279.0,622.0,0.8505263157894737,0.6217532157897949,0.47183799743652344,142
synthetic_sbm_1000,g_4,node_delete,unweighted_original,10,1,0.31922461720155454,-1.5715025742944158,0.8563968195113912,264.0,569.0,0.85,0.5528714656829834,0.48063230514526367,135
synthetic_sbm_1000,g_4,node_delete,unweighted_original,15,1,0.3186739538883523,-1.7412919939861191,0.8568613593847433,249.0,538.0,0.8505882352941176,0.4665498733520508,0.41443824768066406,127
synthetic_sbm_1000,g_4,node_delete,unweighted_original,20,1,0.31431840973091363,-3.0842638194243692,0.8562588652482269,235.0,495.0,0.85,0.4122769832611084,0.3679826259613037,120
synthetic_sbm_1000,g_4,edge_delete,unweighted_original,1,1,0.32424700500500503,-0.022918729738663473,0.8565071738405071,293.0,656.0,0.85,0.6053154468536377,0.5004210472106934,150
synthetic_sbm_1000,g_4,edge_delete,unweighted_original,3,1,0.32368757957957955,-0.19540982559797573,0.8565071738405071,293.0,652.0,0.85,0.5477330684661865,0.4614224433898926,150
synthetic_sbm_1000,g_4,edge_delete,unweighted_original,5,1,0.32171595795795793,-0.8033320949062972,0.8565071738405071,293.0,639.0,0.85,0.5683529376983643,0.47413086891174316,150
synthetic_sbm_1000,g_4,edge_delete,unweighted_original,10,1,0.32065956156156156,-1.1290573190282638,0.8565071738405071,293.0,646.0,0.85,0.6744165420532227,0.48345255851745605,150
synthetic_sbm_1000,g_4,edge_delete,unweighted_original,15,1,0.3179255835835836,-1.972041631223189,0.8565071738405071,292.0,627.0,0.85,0.5709340572357178,0.45105552673339844,150
synthetic_sbm_1000,g_4,edge_delete,unweighted_original,20,1,0.31522757357357356,-2.803935717753262,0.8565071738405071,292.0,623.0,0.85,0.5506572723388672,0.464449405670166,150
synthetic_sbm_1000,g_4,edge_add,unweighted_original,1,1,0.3243357957957958,0.004458683066746112,0.8565071738405071,293.0,657.0,0.85,0.5728962421417236,0.4808006286621094,150
synthetic_sbm_1000,g_4,edge_add,unweighted_original,3,1,0.3248279299299299,0.15620143956017216,0.8565071738405071,293.0,659.0,0.85,0.5513730049133301,0.4750783443450928,150
synthetic_sbm_1000,g_4,edge_add,unweighted_original,5,1,0.32430871471471473,-0.0038913938879722378,0.8565071738405071,293.0,651.0,0.85,0.5402624607086182,0.4674069881439209,150
synthetic_sbm_1000,g_4,edge_add,unweighted_original,10,1,0.32577904504504507,0.4494646361154426,0.8565071738405071,293.0,663.0,0.85,0.5416886806488037,0.4868738651275635,150
synthetic_sbm_1000,g_4,edge_add,unweighted_original,15,1,0.326941965965966,0.8080352246703066,0.8565071738405071,293.0,666.0,0.85,0.5493137836456299,0.5453929901123047,150
synthetic_sbm_1000,g_4,edge_add,unweighted_original,20,1,0.32676918518518516,0.7547606596152006,0.8565071738405071,293.0,667.0,0.85,0.5541722774505615,0.5099668502807617,150
synthetic_sbm_1000,g_5,clean,unweighted_original,0,0,0.32372175575575574,0.0,0.8565071738405071,293.0,657.0,0.85,0.5522544384002686,0.4667203426361084,150
synthetic_sbm_1000,g_5,node_delete,unweighted_original,1,1,0.3242672230986108,0.16849882133550287,0.8569517214613271,290.0,651.0,0.8505050505050505,0.5488505363464355,0.4962022304534912,148
synthetic_sbm_1000,g_5,node_delete,unweighted_original,3,1,0.32226237509900113,-0.4508132773923575,0.8569404104560978,284.0,635.0,0.8505154639175257,0.6606621742248535,0.5227482318878174,145
synthetic_sbm_1000,g_5,node_delete,unweighted_original,5,1,0.32262088741903566,-0.3400662195687168,0.856928622927181,279.0,616.0,0.8505263157894737,0.6476149559020996,0.5132620334625244,142
synthetic_sbm_1000,g_5,node_delete,unweighted_original,10,1,0.3197082629533501,-1.2397970575180566,0.8563968195113912,264.0,573.0,0.85,0.5312573909759521,0.5237870216369629,135
synthetic_sbm_1000,g_5,node_delete,unweighted_original,15,1,0.3200540362975371,-1.1329851617961366,0.8568613593847433,249.0,542.0,0.8505882352941176,0.46709537506103516,0.41388773918151855,127
synthetic_sbm_1000,g_5,node_delete,unweighted_original,20,1,0.3158438868898623,-2.4335308720607527,0.8562588652482269,234.0,494.0,0.85,0.4259042739868164,0.35606861114501953,120
synthetic_sbm_1000,g_5,edge_delete,unweighted_original,1,1,0.3235667047047047,-0.0478963950658905,0.8565071738405071,293.0,658.0,0.85,0.6639032363891602,0.5573279857635498,150
synthetic_sbm_1000,g_5,edge_delete,unweighted_original,3,1,0.32309394794794793,-0.1939343886054648,0.8565071738405071,293.0,655.0,0.85,0.6720337867736816,0.5684256553649902,150
synthetic_sbm_1000,g_5,edge_delete,unweighted_original,5,1,0.3215601081081081,-0.6677486480947497,0.8565071738405071,293.0,651.0,0.85,0.6589789390563965,0.555553674697876,150
synthetic_sbm_1000,g_5,edge_delete,unweighted_original,10,1,0.32278193193193194,-0.29031840063689734,0.8565071738405071,293.0,650.0,0.85,0.6750903129577637,0.6275556087493896,150
synthetic_sbm_1000,g_5,edge_delete,unweighted_original,15,1,0.31807984184184185,-1.7428281583183571,0.8565071738405071,293.0,628.0,0.85,0.6567749977111816,0.5331664085388184,150
synthetic_sbm_1000,g_5,edge_delete,unweighted_original,20,1,0.31581457057057055,-2.442586895874574,0.8565071738405071,290.0,629.0,0.85,0.5960092544555664,0.4834620952606201,150
synthetic_sbm_1000,g_5,edge_add,unweighted_original,1,1,0.3237341221221221,0.003820060328505645,0.8565071738405071,293.0,660.0,0.85,0.5665798187255859,0.4841880798339844,150
synthetic_sbm_1000,g_5,edge_add,unweighted_original,3,1,0.32466105705705706,0.2901569896371168,0.8565071738405071,293.0,664.0,0.85,0.5790805816650391,0.49697446823120117,150
synthetic_sbm_1000,g_5,edge_add,unweighted_original,5,1,0.32580197997998,0.6425963616093119,0.8565071738405071,293.0,662.0,0.85,0.585451602935791,0.4832766056060791,150
synthetic_sbm_1000,g_5,edge_add,unweighted_original,10,1,0.32648655855855857,0.8540676533611927,0.8565071738405071,293.0,667.0,0.85,0.5461719036102295,0.4805581569671631,150
synthetic_sbm_1000,g_5,edge_add,unweighted_original,15,1,0.3267153793793794,0.924752065746952,0.8565071738405071,293.0,668.0,0.85,0.5527329444885254,0.5331737995147705,150
synthetic_sbm_1000,g_5,edge_add,unweighted_original,20,1,0.32673504704704703,0.9308275510419483,0.8565071738405071,293.0,671.0,0.85,0.573505163192749,0.5640566349029541,150
synthetic_sbm_1000,g_6,clean,unweighted_original,0,0,0.32300678078078077,0.0,0.8565071738405071,292.0,659.0,0.85,0.5519301891326904,0.4808950424194336,150
synthetic_sbm_1000,g_6,node_delete,unweighted_original,1,1,0.32241784824375136,-0.18232822716780858,0.8569517214613271,290.0,645.0,0.8505050505050505,0.5336699485778809,0.4649388790130615,148
synthetic_sbm_1000,g_6,node_delete,unweighted_original,3,1,0.3231678867070711,0.0498769486822807,0.8569404104560978,284.0,629.0,0.8505154639175257,0.5222296714782715,0.44996070861816406,145
synthetic_sbm_1000,g_6,node_delete,unweighted_original,5,1,0.3216861814010374,-0.4088457141832108,0.856928622927181,279.0,613.0,0.8505263157894737,0.5033671855926514,0.4182412624359131,142
synthetic_sbm_1000,g_6,node_delete,unweighted_original,10,1,0.31868407146486494,-1.3382720032894848,0.8563968195113912,264.0,571.0,0.85,0.4510316848754883,0.3902857303619385,135
synthetic_sbm_1000,g_6,node_delete,unweighted_original,15,1,0.3205564665941205,-0.7585952780115902,0.8568613593847433,249.0,536.0,0.8505882352941176,0.41067957878112793,0.37865686416625977,127
synthetic_sbm_1000,g_6,node_delete,unweighted_original,20,1,0.3162522645494368,-2.091137596250081,0.8562588652482269,234.0,501.0,0.85,0.3572521209716797,0.34502744674682617,120
synthetic_sbm_1000,g_6,edge_delete,unweighted_original,1,1,0.32270894494494495,-0.09220730138106595,0.8565071738405071,292.0,651.0,0.85,0.7389185428619385,0.581904411315918,150
synthetic_sbm_1000,g_6,edge_delete,unweighted_original,3,1,0.32170473073073075,-0.40310300821012734,0.8565071738405071,292.0,651.0,0.85,0.6866390705108643,0.5718998908996582,150
synthetic_sbm_1000,g_6,edge_delete,unweighted_original,5,1,0.32232958758758756,-0.20965293408276886,0.8565071738405071,293.0,651.0,0.85,0.6671950817108154,0.5769877433776855,150
synthetic_sbm_1000,g_6,edge_delete,unweighted_original,10,1,0.32018393993993993,-0.8739261863225865,0.8565071738405071,293.0,637.0,0.85,0.6531364917755127,0.547069787979126,150
synthetic_sbm_1000,g_6,edge_delete,unweighted_original,15,1,0.3175236056056056,-1.6975418168996572,0.8565071738405071,293.0,629.0,0.85,0.684708833694458,0.6301140785217285,150
synthetic_sbm_1000,g_6,edge_delete,unweighted_original,20,1,0.31664723123123123,-1.9688594568129685,0.8565071738405071,293.0,628.0,0.85,0.7332940101623535,0.5872471332550049,150
synthetic_sbm_1000,g_6,edge_add,unweighted_original,1,1,0.32328404604604605,0.08583883737519925,0.8565071738405071,293.0,656.0,0.85,0.6809194087982178,0.5733766555786133,150
synthetic_sbm_1000,g_6,edge_add,unweighted_original,3,1,0.3233666366366366,0.11140814288356342,0.8565071738405071,293.0,657.0,0.85,0.67242431640625,0.564741849899292,150
synthetic_sbm_1000,g_6,edge_add,unweighted_original,5,1,0.3249643203203203,0.6060366704400801,0.8565071738405071,293.0,662.0,0.85,0.6815528869628906,0.5888779163360596,150
synthetic_sbm_1000,g_6,edge_add,unweighted_original,10,1,0.3255923763763764,0.8004771879233162,0.8565071738405071,293.0,663.0,0.85,0.5855765342712402,0.5070028305053711,150
synthetic_sbm_1000,g_6,edge_add,unweighted_original,15,1,0.32652017217217216,1.0877144383466908,0.8565071738405071,293.0,667.0,0.85,0.5786759853363037,0.49172377586364746,150
synthetic_sbm_1000,g_6,edge_add,unweighted_original,20,1,0.327156016016016,1.2845659850253313,0.8565071738405071,293.0,671.0,0.85,0.5431890487670898,0.5093464851379395,150
synthetic_sbm_1000,g_7,clean,unweighted_original,0,0,0.322090968968969,0.0,0.8565071738405071,292.0,649.0,0.85,0.5444002151489258,0.4923257827758789,150
synthetic_sbm_1000,g_7,node_delete,unweighted_original,1,1,0.32184559900771564,-0.07618032943885164,0.8569517214613271,289.0,646.0,0.8505050505050505,0.5540461540222168,0.5212328433990479,148
synthetic_sbm_1000,g_7,node_delete,unweighted_original,3,1,0.321248173668559,-0.2616637477007866,0.8569404104560978,282.0,628.0,0.8505154639175257,0.5284216403961182,0.4277660846710205,145
synthetic_sbm_1000,g_7,node_delete,unweighted_original,5,1,0.3215729004725779,-0.16084539658142027,0.856928622927181,278.0,619.0,0.8505263157894737,0.4952549934387207,0.43111348152160645,142
synthetic_sbm_1000,g_7,node_delete,unweighted_original,10,1,0.31864531509633476,-1.0697766173525338,0.8563968195113912,261.0,576.0,0.85,0.42758822441101074,0.3807978630065918,135
synthetic_sbm_1000,g_7,node_delete,unweighted_original,15,1,0.3170736571826818,-1.557731283912698,0.8568613593847433,248.0,534.0,0.8505882352941176,0.3998134136199951,0.34833359718322754,127
synthetic_sbm_1000,g_7,node_delete,unweighted_original,20,1,0.31461987640801004,-2.3195597768153324,0.8561878911138924,233.0,502.0,0.84875,0.3750143051147461,0.29160237312316895,120
synthetic_sbm_1000,g_7,edge_delete,unweighted_original,1,1,0.32199567567567566,-0.029585832101523823,0.8564275742409075,292.0,653.0,0.849,0.556708574295044,0.4957609176635742,150
synthetic_sbm_1000,g_7,edge_delete,unweighted_original,3,1,0.3207115675675676,-0.4282645383746569,0.8557175575575575,291.0,648.0,0.848,0.5303268432617188,0.45535922050476074,150
synthetic_sbm_1000,g_7,edge_delete,unweighted_original,5,1,0.3205782962962963,-0.4696414424517511,0.8560316449783116,290.0,650.0,0.849,0.5736227035522461,0.4691894054412842,150
synthetic_sbm_1000,g_7,edge_delete,unweighted_original,10,1,0.31812425625625623,-1.2315504298088296,0.8565071738405071,290.0,635.0,0.85,0.5888729095458984,0.48952746391296387,150
synthetic_sbm_1000,g_7,edge_delete,unweighted_original,15,1,0.31850204804804805,-1.114256923256582,0.8565071738405071,292.0,632.0,0.85,0.5339233875274658,0.5722777843475342,150
synthetic_sbm_1000,g_7,edge_delete,unweighted_original,20,1,0.315552998998999,-2.0298519983029557,0.8564731398064731,290.0,626.0,0.849,0.7177672386169434,0.5520730018615723,150
synthetic_sbm_1000,g_7,edge_add,unweighted_original,1,1,0.3227722562562563,0.21152014583585443,0.8565071738405071,292.0,654.0,0.85,0.6605923175811768,0.5880422592163086,150
synthetic_sbm_1000,g_7,edge_add,unweighted_original,3,1,0.3230485885885886,0.29731340269644685,0.8562548014681348,291.0,655.0,0.849,0.6678693294525146,0.5873303413391113,150
synthetic_sbm_1000,g_7,edge_add,unweighted_original,5,1,0.32362675075075076,0.4768161574656647,0.8565071738405071,292.0,661.0,0.85,0.6574146747589111,0.5733981132507324,150
