method,step,fraction_removed,stage,node,degree_pct,core_pct,betweenness_pct,clustering_pct,eigenvector_pct,unvisited_neighbor_ratio
Evolved best,101,0.03375668449197861,Stage 1,1025,0.9826145101972584,0.9541959210966232,0.9662320294215981,0.0732196589769308,0.9812771648278168,0.920704845814978
Evolved best,102,0.03409090909090909,Stage 1,291,0.9704112337011033,0.9541959210966232,0.966900702106319,0.10665329321297225,0.9789368104312939,0.8105263157894737
Evolved best,103,0.03442513368983957,Stage 1,206,0.9720829154129054,0.9541959210966232,0.9665663657639585,0.08157806753594116,0.9672350384486794,0.875
Evolved best,104,0.034759358288770054,Stage 1,604,0.9655633567368773,0.9541959210966232,0.9658976930792377,0.09428284854563691,0.9682380474757606,0.8089887640449438
Evolved best,105,0.035093582887700536,Stage 1,797,0.9775994650618522,0.9541959210966232,0.9655633567368773,0.08759612169842862,0.9856235372785022,0.8133971291866029
Evolved best,106,0.03542780748663102,Stage 1,72,0.9745904379806085,0.9541959210966232,0.9638916750250752,0.0641925777331996,0.9786024740889334,0.8325123152709359
Evolved best,107,0.035762032085561495,Stage 1,308,0.4679037111334002,0.24139083918421933,0.9572049481778669,0.03911735205616851,0.3216315613507188,0.8
Evolved best,108,0.03609625668449198,Stage 1,247,0.9635573386827148,0.9541959210966232,0.9648946840521565,0.09662320294215981,0.9802741558007355,0.7784090909090909
Evolved best,109,0.03643048128342246,Stage 1,55,0.8931795386158475,0.6788699431628218,0.9635573386827148,0.0735539953192912,0.495152123035774,0.9081632653061225
Evolved best,110,0.03676470588235294,Stage 1,940,0.9615513206285523,0.9541959210966232,0.9625543296556336,0.07087930458040789,0.958876629889669,0.8596491228070176
Evolved best,111,0.037098930481283425,Stage 1,284,0.9802741558007355,0.9541959210966232,0.9642260113674357,0.09227683049147442,0.9909729187562688,0.8
Evolved best,112,0.0374331550802139,Stage 1,39,0.9750919424941491,0.9541959210966232,0.961216984286192,0.06486125041792043,0.9642260113674357,0.8970588235294118
Evolved best,113,0.03776737967914438,Stage 1,434,0.9794383149448345,0.9541959210966232,0.9628886659979939,0.10063523905048478,0.9886325643597459,0.7752293577981652
Evolved best,114,0.038101604278074866,Stage 1,878,0.9770979605483116,0.9541959210966232,0.9622199933132731,0.08291541290538282,0.9866265463055834,0.8125
Evolved best,115,0.03843582887700535,Stage 1,828,0.9615513206285523,0.9541959210966232,0.9632230023403544,0.13440320962888666,0.9652290203945169,0.783625730994152
Evolved best,116,0.03877005347593583,Stage 1,611,0.9786024740889334,0.9541959210966232,0.9598796389167502,0.0665329321297225,0.9662320294215981,0.9150943396226415
Evolved best,117,0.03910427807486631,Stage 1,683,0.9043798060849214,0.7509194249414911,0.9592109662320294,0.07054496823804747,0.8361751922433969,0.8173076923076923
Evolved best,118,0.03943850267379679,Stage 1,86,0.861250417920428,0.624205951186894,0.9618856569709128,0.1327315279170846,0.7087930458040789,0.788235294117647
Evolved best,119,0.03977272727272727,Stage 1,712,0.9670678702774992,0.9541959210966232,0.9608826479438315,0.1216984286191909,0.9638916750250752,0.7900552486187845
Evolved best,120,0.040106951871657755,Stage 1,304,0.9680708793045804,0.9541959210966232,0.958876629889669,0.09762621196924105,0.9755934470076897,0.7945945945945946
Evolved best,121,0.04044117647058824,Stage 1,809,0.9623871614844534,0.9541959210966232,0.9615513206285523,0.1514543630892678,0.9739217652958877,0.75
Evolved best,122,0.04077540106951872,Stage 1,1008,0.9332998996990973,0.8995319291206955,0.9595453025743899,0.11166833834837847,0.916081578067536,0.8461538461538461
Evolved best,123,0.041109625668449196,Stage 1,1535,0.9227683049147443,0.7509194249414911,0.960548311601471,0.13406887328652625,0.8488799732530926,0.7899159663865546
Evolved best,124,0.04144385026737968,Stage 1,163,0.9538615847542627,0.9541959210966232,0.9585422935473086,0.09896355733868271,0.9505182213306587,0.8012820512820513
Evolved best,125,0.04177807486631016,Stage 1,727,0.9849548645937813,0.9541959210966232,0.9582079572049482,0.09528585757271815,0.9879638916750251,0.8438818565400844
Evolved best,126,0.042112299465240643,Stage 1,891,0.9794383149448345,0.9541959210966232,0.9565362754931461,0.08458709461718489,0.980608492143096,0.8807339449541285
Evolved best,127,0.042446524064171126,Stage 1,509,0.9807756603142762,0.9541959210966232,0.9575392845202273,0.09695753928452022,0.9869608826479438,0.8235294117647058
Evolved best,128,0.0427807486631016,Stage 1,1127,0.9538615847542627,0.9541959210966232,0.9602139752591107,0.14610498161150118,0.9501838849882982,0.7884615384615384
Evolved best,129,0.043114973262032084,Stage 1,3,0.8077566031427617,0.8620862587763289,0.9568706118355065,0.11066532932129723,0.8900033433634236,0.5142857142857142
Evolved best,130,0.04344919786096257,Stage 1,261,0.9448345035105316,0.9541959210966232,0.9578736208625878,0.14343029087261785,0.9378134403209629,0.795774647887324
Evolved best,131,0.04378342245989305,Stage 1,537,0.9521899030424608,0.8149448345035105,0.9551989301237045,0.09929789368104312,0.8151120026746907,0.9285714285714286
Evolved best,132,0.04411764705882353,Stage 1,1186,0.93547308592444,0.8620862587763289,0.9555332664660648,0.11501170177198261,0.8739551989301237,0.8636363636363636
Evolved best,133,0.04445187165775401,Stage 1,357,0.9366432631227014,0.8995319291206955,0.9558676028084253,0.12337011033099297,0.9083918421932464,0.8646616541353384
Evolved best,134,0.04478609625668449,Stage 1,704,0.9628886659979939,0.9541959210966232,0.954864593781344,0.10264125710464728,0.9732530926111669,0.7657142857142857
Evolved best,135,0.04512032085561497,Stage 1,514,0.9615513206285523,0.9541959210966232,0.9541959210966232,0.08559010364426613,0.964560347709796,0.7777777777777778
Evolved best,136,0.045454545454545456,Stage 1,157,0.9503510531594784,0.9541959210966232,0.9531929120695419,0.08191240387830157,0.9414911400869275,0.8157894736842105
Evolved best,137,0.04578877005347594,Stage 1,146,0.9481778669341357,0.8376797057840187,0.9511868940153795,0.058174523570712136,0.8712805081912404,0.9121621621621622
Evolved best,138,0.046122994652406414,Stage 1,20,0.8174523570712137,0.8149448345035105,0.9498495486459378,0.05483116014710799,0.8228017385489803,0.6666666666666666
Evolved best,139,0.0464572192513369,Stage 1,1898,0.9528585757271816,0.8620862587763289,0.9488465396188566,0.05315947843530592,0.9070544968238048,0.864516129032258
Evolved best,140,0.04679144385026738,Stage 1,1553,0.954864593781344,0.8620862587763289,0.950852557673019,0.06820461384152457,0.8759612169842862,0.8980891719745223
Evolved best,141,0.04712566844919786,Stage 1,12,0.9647275158809763,0.9541959210966232,0.9515212303577398,0.07622868605817452,0.961216984286192,0.8135593220338984
Evolved best,142,0.047459893048128345,Stage 1,143,0.9662320294215981,0.7133065864259445,0.9535272484119024,0.13206285523236375,0.632230023403544,0.9162011173184358
Evolved best,143,0.04779411764705882,Stage 1,507,0.9695753928452022,0.9541959210966232,0.9525242393848211,0.11568037445670344,0.9852892009361418,0.7354497354497355
Evolved best,144,0.0481283422459893,Stage 1,259,0.9341357405549984,0.9541959210966232,0.9545302574389836,0.2089602139752591,0.9364760949515212,0.6946564885496184
Evolved best,145,0.048462566844919786,Stage 1,310,0.9471748579070545,0.9541959210966232,0.9518555667001003,0.11367435640254096,0.9434971581410899,0.7551020408163265
Evolved best,146,0.04879679144385027,Stage 1,359,0.9689067201604814,0.9541959210966232,0.9475091942494149,0.06352390504847877,0.9585422935473086,0.839572192513369
Evolved best,147,0.04913101604278075,Stage 1,1503,0.9471748579070545,0.9541959210966232,0.9505182213306587,0.08859913072550986,0.9408224674022067,0.8163265306122449
Evolved best,148,0.04946524064171123,Stage 1,132,0.9623871614844534,0.9541959210966232,0.9485122032764961,0.06954195921096623,0.966900702106319,0.7732558139534884
Evolved best,149,0.04979946524064171,Stage 1,1108,0.9122367101303912,0.7133065864259445,0.9538615847542627,0.19859578736208625,0.6700100300902708,0.8018018018018018
Evolved best,150,0.05013368983957219,Stage 1,821,0.9312938816449348,0.9541959210966232,0.9521899030424608,0.14877967235038447,0.9304580407890337,0.7734375
Evolved best,151,0.050467914438502674,Stage 1,635,0.981444332998997,0.9541959210966232,0.9478435305917753,0.07890337679705783,0.9775994650618522,0.8783783783783784
Evolved best,152,0.05080213903743316,Stage 1,709,0.9635573386827148,0.9541959210966232,0.949180875961217,0.10932798395185557,0.9655633567368773,0.7670454545454546
Evolved best,153,0.05113636363636364,Stage 1,793,0.9729187562688064,0.9541959210966232,0.9481778669341357,0.10197258441992645,0.9749247743229689,0.788659793814433
Evolved best,154,0.051470588235294115,Stage 1,1321,0.14075560013373453,0.09144098963557339,0.964560347709796,0.7357071213640923,0.09294550317619525,0.7142857142857143
Evolved best,155,0.0518048128342246,Stage 1,199,0.9710799063858241,0.9541959210966232,0.9468405215646941,0.09796054831160148,0.9832831828819792,0.7329842931937173
Evolved best,156,0.05213903743315508,Stage 1,718,0.9597124707455701,0.9541959210966232,0.9501838849882982,0.16883985289200937,0.9779338014042126,0.7425149700598802
Evolved best,157,0.05247326203208556,Stage 1,41,0.8973587428953528,0.7133065864259445,0.9495152123035774,0.2337011033099298,0.6827148110999666,0.8
Evolved best,158,0.052807486631016046,Stage 1,448,0.9585422935473086,0.9541959210966232,0.9461718488799733,0.1099966566365764,0.9715814108993648,0.7090909090909091
Evolved best,159,0.05314171122994652,Stage 1,79,0.9456703443664326,0.9541959210966232,0.9455031761952524,0.09060514877967235,0.9545302574389836,0.7222222222222222
Evolved best,160,0.053475935828877004,Stage 1,348,0.8508859913072551,0.8620862587763289,0.945168839852892,0.09963223002340355,0.8575727181544633,0.7037037037037037
Evolved best,161,0.05381016042780749,Stage 1,240,0.9662320294215981,0.9541959210966232,0.9445001671681712,0.09194249414911401,0.9635573386827148,0.7821229050279329
Evolved best,162,0.05414438502673797,Stage 1,1110,0.8881644934804414,0.8620862587763289,0.9471748579070545,0.2226680040120361,0.8639251086593113,0.6947368421052632
Evolved best,163,0.05447860962566845,Stage 1,697,0.9424941491140086,0.9541959210966232,0.9465061852223337,0.1651621531260448,0.9608826479438315,0.6571428571428571
Evolved best,164,0.05481283422459893,Stage 1,510,0.9521899030424608,0.9541959210966232,0.9441658308258107,0.10832497492477432,0.9448345035105316,0.8116883116883117
Evolved best,165,0.05514705882352941,Stage 1,1761,0.8719491808759612,0.7133065864259445,0.9448345035105316,0.160481444332999,0.6569709127382146,0.7888888888888889
Evolved best,166,0.05548128342245989,Stage 1,1213,0.8696088264794383,0.8376797057840187,0.9458375125376128,0.20327649615513207,0.8321631561350719,0.6853932584269663
Evolved best,167,0.055815508021390375,Stage 1,355,0.9635573386827148,0.9541959210966232,0.9424941491140086,0.1170177198261451,0.9759277833500501,0.7329545454545454
Evolved best,168,0.05614973262032086,Stage 1,239,0.9503510531594784,0.9541959210966232,0.9428284854563691,0.12671347375459713,0.9331327315279171,0.7631578947368421
Evolved best,169,0.056483957219251334,Stage 1,1747,0.916081578067536,0.7756603142761618,0.9421598127716483,0.10431293881644935,0.839518555667001,0.7719298245614035
Evolved best,170,0.056818181818181816,Stage 1,42,0.9366432631227014,0.8995319291206955,0.9418254764292878,0.10498161150117018,0.896021397525911,0.7969924812030075
Evolved best,171,0.0571524064171123,Stage 1,253,0.9030424607154798,0.8836509528585758,0.9431628217987296,0.19157472417251756,0.8973587428953528,0.7475728155339806
Evolved best,172,0.05748663101604278,Stage 1,1478,0.9122367101303912,0.9541959210966232,0.9414911400869275,0.11534603811434303,0.9210966232029422,0.7117117117117117
Evolved best,173,0.057820855614973264,Stage 1,436,0.9675693747910398,0.9541959210966232,0.9408224674022067,0.10130391173520562,0.9826145101972584,0.6978021978021978
Evolved best,174,0.05815508021390375,Stage 1,278,0.9005349381477766,0.8995319291206955,0.9401537947174858,0.09327983951855567,0.8756268806419257,0.8235294117647058
Evolved best,175,0.05848930481283422,Stage 1,513,0.9481778669341357,0.9541959210966232,0.9398194583751254,0.09461718488799732,0.9565362754931461,0.7094594594594594
Evolved best,176,0.058823529411764705,Stage 1,441,0.9720829154129054,0.9541959210966232,0.9404881310598462,0.10966232029421598,0.9819458375125376,0.7135416666666666
Evolved best,177,0.05915775401069519,Stage 1,1337,0.45035105315947843,0.40705449682380473,0.9528585757271816,0.6892343697759946,0.4857907054496824,0.6896551724137931
